fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-11-16;510;547;1080;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-16;1847;1989;3880;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-16;2220;1659;3889;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-16;2367;1831;4205;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-16;2448;1879;4331;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-16;2302;2013;4322;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-16;1471;1399;2875;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-16;1063;981;2046;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-16;1417;790;2210;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-16;1207;349;1557;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-16;16857;13443;30408;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-17;367;418;847;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-17;1397;1317;2738;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-17;1521;1256;2789;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-17;1671;1281;2955;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-17;1799;1382;3186;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-17;1577;1354;2932;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-17;1023;978;2014;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-17;787;762;1552;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-17;1040;567;1608;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-17;859;218;1079;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-17;12078;9555;21844;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-18;323;337;674;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-18;1155;1187;2384;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-18;1223;974;2203;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-18;1295;990;2290;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-18;1366;1074;2445;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-18;1287;1126;2421;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-18;792;830;1626;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-18;602;586;1188;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-18;853;443;1298;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-18;652;184;836;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-18;9551;7735;17387;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-19;286;351;648;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-19;1077;1115;2219;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-19;1154;930;2093;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-19;1377;916;2297;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-19;1395;1063;2460;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-19;1244;1064;2315;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-19;794;747;1548;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-19;603;540;1145;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-19;827;444;1274;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-19;655;188;843;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-19;9414;7363;16853;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-20;343;320;676;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-20;1129;1117;2269;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-20;1187;943;2132;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-20;1222;925;2147;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-20;1333;1067;2402;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-20;1227;1001;2230;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-20;761;730;1495;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-20;534;533;1069;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-20;680;414;1094;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-20;566;189;755;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-20;8987;7242;16289;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-21;148;143;297;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-21;516;465;987;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-21;609;456;1067;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-21;557;472;1029;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-21;571;505;1076;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-21;527;495;1023;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-21;309;326;638;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-21;226;231;457;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-21;276;190;468;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-21;169;55;225;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-21;3910;3342;7273;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-22;36;29;67;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-22;100;74;175;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-22;134;104;238;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-22;145;95;240;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-22;147;101;248;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-22;132;102;234;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-22;61;87;148;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-22;66;78;144;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-22;119;91;210;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-22;100;39;139;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-22;1040;800;1843;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-23;309;311;635;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-23;1102;1099;2231;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-23;1267;944;2217;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-23;1449;1059;2514;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-23;1462;1165;2635;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-23;1362;1166;2534;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-23;763;748;1515;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-23;611;584;1196;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-23;879;482;1366;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-23;736;204;941;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-23;9947;7764;17793;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-24;202;207;414;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-24;846;771;1625;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-24;959;698;1660;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-24;1067;774;1849;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-24;1111;844;1961;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-24;1043;815;1863;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-24;650;578;1234;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-24;490;505;995;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-24;830;383;1215;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-24;723;220;944;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-24;7921;5797;13765;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-25;233;224;469;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-25;792;764;1574;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-25;927;728;1657;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-25;996;749;1749;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-25;1017;772;1791;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-25;985;742;1730;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-25;520;546;1068;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-25;455;379;836;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-25;667;357;1025;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-25;613;144;757;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-25;7208;5409;12664;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-26;196;219;420;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-26;782;762;1563;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-26;999;729;1731;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-26;1021;722;1744;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-26;1031;768;1806;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-26;936;774;1713;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-26;553;500;1054;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-26;391;395;787;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-26;676;329;1008;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-26;562;157;722;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-26;7150;5359;12555;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-27;217;249;478;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-27;836;823;1683;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-27;960;747;1716;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-27;936;711;1647;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-27;1037;766;1806;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-27;940;813;1756;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-27;561;536;1100;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-27;454;402;857;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-27;543;341;885;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-27;420;139;559;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-27;6905;5529;12492;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-28;111;96;213;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-28;391;416;819;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-28;428;367;797;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-28;474;381;856;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-28;477;429;906;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-28;467;442;910;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-28;287;261;549;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-28;215;198;413;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-28;258;145;403;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-28;151;74;225;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-28;3259;2811;6093;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-29;18;25;43;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-29;65;56;122;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-29;125;81;206;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-29;156;96;252;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-29;115;95;210;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-29;95;69;164;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-29;56;78;134;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-29;57;86;143;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-29;124;84;208;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-29;84;43;127;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-29;895;714;1611;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-30;248;257;521;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-30;882;882;1790;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-30;1253;874;2130;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-30;1294;954;2253;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-30;1280;1012;2295;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-30;1179;986;2172;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-30;706;759;1466;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-30;523;497;1023;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-30;807;462;1269;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-30;775;202;978;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-30;8948;6887;15900;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-01;208;205;424;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-01;667;650;1335;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-01;966;660;1630;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-01;1030;709;1742;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-01;962;798;1763;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-01;905;748;1656;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-01;522;501;1024;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-01;428;386;817;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-01;762;401;1164;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-01;680;181;861;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-01;7133;5242;12423;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-02;183;188;378;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-02;687;683;1391;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-02;926;695;1625;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-02;917;684;1604;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-02;861;694;1561;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-02;813;687;1501;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-02;462;522;989;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-02;422;365;789;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-02;643;327;970;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-02;598;159;758;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-02;6513;5005;11571;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-03;172;204;384;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-03;671;716;1399;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-03;975;756;1736;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-03;1013;687;1703;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-03;984;702;1691;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-03;926;760;1689;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-03;560;507;1072;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-03;362;371;733;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-03;621;315;937;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-03;565;147;712;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-03;6850;5166;12060;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-04;216;234;461;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-04;785;731;1530;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-04;973;749;1727;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-04;998;779;1781;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-04;1007;802;1810;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-04;956;752;1712;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-04;662;570;1238;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-04;443;385;829;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-04;548;320;869;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-04;465;164;629;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-04;7055;5488;12590;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-05;105;222;334;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-05;390;355;754;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-05;504;420;925;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-05;530;436;968;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-05;552;412;964;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-05;514;429;943;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-05;319;283;604;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-05;221;196;417;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-05;269;176;445;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-05;175;56;231;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-05;3580;2985;6587;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-06;20;25;45;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-06;69;67;136;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-06;130;86;216;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-06;140;104;244;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-06;108;103;211;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-06;111;85;196;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-06;68;89;158;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-06;79;85;164;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-06;157;85;242;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-06;103;45;148;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-06;985;774;1760;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-07;264;268;537;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-07;884;911;1808;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-07;1307;1002;2312;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-07;1392;1116;2510;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-07;1335;1066;2406;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-07;1309;1071;2388;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-07;811;803;1618;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-07;591;526;1120;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-07;754;408;1162;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-07;709;189;900;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-07;9359;7362;16767;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-08;195;207;408;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-08;747;719;1481;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-08;1038;832;1875;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-08;1095;822;1923;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-08;1047;788;1837;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-08;959;812;1778;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-08;629;601;1231;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-08;472;444;917;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-08;686;351;1037;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-08;635;149;784;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-08;7506;5727;13278;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-09;243;231;480;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-09;709;782;1506;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-09;1074;778;1860;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-09;1031;782;1817;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-09;1020;771;1795;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-09;825;795;1623;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-09;569;548;1121;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-09;459;426;885;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-09;623;361;987;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-09;525;161;686;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-09;7083;5636;12769;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-10;210;219;438;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-10;760;756;1532;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-10;1090;867;1960;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-10;1087;859;1950;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-10;1090;839;1934;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-10;998;845;1847;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-10;623;576;1206;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-10;488;430;922;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-10;672;390;1063;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-10;573;173;746;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-10;7591;5955;13601;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-11;224;260;496;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-11;897;865;1791;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-11;1101;924;2033;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-11;1153;914;2069;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-11;1109;928;2047;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-11;974;893;1872;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-11;667;641;1310;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-11;482;491;974;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-11;608;332;942;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-11;450;125;575;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-11;7666;6375;14113;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-12;120;139;262;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-12;467;446;917;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-12;654;477;1131;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-12;686;527;1216;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-12;656;557;1221;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-12;624;545;1172;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-12;365;370;736;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-12;225;232;457;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-12;286;198;484;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-12;185;84;269;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-12;4269;3575;7866;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-13;24;20;45;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-13;77;87;166;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-13;160;115;275;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-13;161;131;292;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-13;150;130;280;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-13;123;118;241;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-13;79;109;188;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-13;75;104;179;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-13;145;98;243;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-13;101;44;145;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-13;1095;956;2055;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-14;270;266;546;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-14;1162;1030;2216;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-14;1582;1097;2686;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-14;1682;1318;3005;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-14;1628;1265;2898;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-14;1553;1248;2804;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-14;937;966;1909;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-14;711;610;1321;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-14;880;499;1380;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-14;753;208;964;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-14;11160;8508;19735;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-15;203;257;468;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-15;901;899;1827;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-15;1350;966;2321;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-15;1327;1002;2333;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-15;1289;940;2231;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-15;1162;961;2130;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-15;761;694;1461;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-15;597;541;1138;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-15;753;435;1190;1993317.74632008;1251962.86181089;89;3245280.60813097
