fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2021-03-28;173;156;329;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-28;149;118;267;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-28;58;28;86;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-28;2949;2673;5657;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-29;1733;1824;3639;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-29;4740;4942;9857;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-29;4586;4209;8825;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-29;5095;4436;9556;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-29;5146;4624;9805;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-29;4121;4026;8166;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-29;2606;2495;5158;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-29;1407;1272;2683;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-29;806;523;1332;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-29;370;162;532;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-29;30617;28525;59575;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-30;1603;1596;3289;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-30;4119;4454;8714;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-30;4047;3612;7685;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-30;4253;3542;7821;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-30;4015;3752;7783;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-30;3192;3124;6335;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-30;2135;1947;4106;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-30;1094;1031;2133;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-30;650;451;1102;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-30;289;152;441;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-30;25400;23667;49421;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-31;1299;1328;2687;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-31;3910;4027;8063;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-31;3697;3507;7228;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-31;3850;3236;7098;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-31;3725;3435;7190;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-31;3034;2893;5939;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-31;1827;1658;3492;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-31;1001;900;1903;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-31;608;384;994;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-31;267;107;374;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-31;23228;21486;44992;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-01;1268;1311;2645;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-01;3575;3577;7255;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-01;3810;3578;7412;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-01;3997;3341;7352;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-01;3629;3363;7010;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-01;2976;2861;5850;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-01;1870;1747;3626;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-01;1017;973;1994;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-01;628;415;1046;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-01;328;137;465;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-01;23105;21310;44670;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-02;1240;1262;2563;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-02;3496;3585;7195;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-02;3698;3562;7283;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-02;3774;3226;7025;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-02;3696;3438;7153;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-02;2911;2819;5746;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-02;1911;1758;3680;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-02;1042;939;1984;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-02;673;429;1104;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-02;274;122;396;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-02;22719;21153;44151;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-03;674;674;1385;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-03;2117;2109;4311;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-03;2378;2092;4481;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-03;2366;2059;4439;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-03;2393;2156;4561;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-03;1975;1908;3894;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-03;1168;1167;2341;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-03;589;590;1180;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-03;379;252;633;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-03;161;67;228;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-03;14207;13079;27465;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-04;151;125;281;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-04;320;288;614;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-04;461;402;867;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-04;487;470;962;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-04;433;431;865;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-04;353;386;741;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-04;233;237;470;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-04;166;171;337;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-04;126;115;242;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-04;59;38;97;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-04;2789;2663;5477;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-05;185;176;366;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-05;514;541;1071;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-05;888;755;1651;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-05;912;827;1745;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-05;813;796;1612;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-05;640;619;1262;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-05;369;404;773;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-05;214;247;463;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-05;208;165;373;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-05;103;40;143;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-05;4850;4570;9463;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-06;1245;1314;2647;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-06;3981;3972;8090;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-06;5229;4842;10119;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-06;5373;4684;10101;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-06;5507;5008;10550;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-06;4655;4420;9100;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-06;2833;2571;5416;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-06;1408;1309;2721;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-06;799;531;1333;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-06;392;160;552;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-06;31427;28826;60650;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-07;886;1003;1955;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-07;3086;3069;6271;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-07;4073;3624;7725;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-07;4090;3475;7587;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-07;3909;3546;7479;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-07;3217;3112;6355;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-07;1973;1878;3862;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-07;1042;969;2018;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-07;661;406;1069;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-07;314;139;454;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-07;23261;21229;44794;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-08;959;955;1968;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-08;2996;2942;6033;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-08;3865;3574;7460;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-08;3788;3200;7006;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-08;3688;3221;6925;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-08;2902;2818;5739;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-08;1855;1678;3539;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-08;1001;923;1925;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-08;613;403;1017;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-08;279;118;399;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-08;21955;19835;42029;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-09;1039;1086;2190;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-09;3269;3048;6422;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-09;3819;3526;7386;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-09;3687;3246;6955;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-09;3646;3214;6877;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-09;2956;2832;5809;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-09;2003;1787;3800;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-09;1078;975;2060;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-09;612;378;991;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-09;247;103;351;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-09;22363;20204;42860;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-10;588;558;1183;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-10;2001;1914;4004;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-10;2376;2242;4638;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-10;2251;2068;4334;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-10;2270;2140;4423;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-10;1913;1895;3820;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-10;1241;1126;2368;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-10;639;571;1211;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-10;345;259;604;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-10;136;59;195;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-10;13763;12836;26787;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-11;122;135;259;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-11;311;311;630;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-11;488;456;949;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-11;519;440;965;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-11;426;443;873;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-11;343;381;726;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-11;228;247;475;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-11;158;179;337;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-11;138;114;252;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-11;66;35;101;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-11;2800;2741;5569;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-12;984;1105;2155;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-12;3472;3356;6929;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-12;4547;4355;8934;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-12;4603;4063;8702;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-12;4478;4176;8671;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-12;3881;3913;7828;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-12;2490;2257;4763;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-12;1308;1210;2523;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-12;694;511;1208;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-12;308;129;437;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-12;26777;25082;52170;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-13;785;775;1611;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-13;2636;2588;5306;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-13;3473;3215;6713;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-13;3409;3110;6539;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-13;3283;3033;6338;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-13;2835;2878;5728;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-13;1889;1640;3538;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-13;1029;914;1945;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-13;644;409;1054;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-13;317;108;425;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-13;20302;18674;39211;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-14;748;786;1565;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-14;2433;2421;4910;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-14;3245;3134;6406;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-14;3081;2788;5902;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-14;2995;2732;5746;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-14;2645;2514;5179;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-14;1631;1579;3219;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-14;786;871;1663;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-14;563;332;896;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-14;239;112;352;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-14;18367;17271;35842;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-15;784;782;1603;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-15;2448;2400;4937;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-15;3249;3075;6357;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-15;3051;2755;5829;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-15;2861;2706;5586;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-15;2552;2482;5052;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-15;1567;1513;3088;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-15;836;813;1653;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-15;560;339;900;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-15;289;118;409;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-15;18204;16987;35429;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-16;820;864;1726;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-16;2599;2606;5282;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-16;3248;3118;6396;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-16;3216;2822;6068;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-16;2972;2864;5860;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-16;2605;2520;5141;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-16;1615;1578;3199;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-16;833;796;1637;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-16;479;354;834;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-16;271;94;365;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-16;18664;17624;36534;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-17;479;543;1048;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-17;1578;1485;3118;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-17;2097;1886;4006;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-17;1900;1921;3848;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-17;1848;1919;3780;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-17;1600;1752;3357;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-17;1002;980;1987;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-17;493;466;960;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-17;296;224;523;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-04-17;115;62;177;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-04-17;11409;11239;22806;34692807.7476749;32422187.2523251;0;67114995
FR;2021-04-18;91;114;210;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-04-18;245;256;504;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-04-18;508;457;973;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-04-18;425;477;904;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-04-18;437;373;821;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-04-18;293;347;642;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-04-18;203;221;426;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-04-18;124;143;267;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-04-18;112;106;218;1993317.74632008;1251962.86181089;89;3245280.60813097
